text,label
"Verify your bank account immediately. Invest just $500 in our crypto program today and watch it double in 48 hours guaranteed! Thousands are already earning passive income, don't miss out, click now to join!
Click here to claim now: http://bit.ly/claim-reward",spam
"Invoice #4521 for your records. Hello Wei, this is to confirm your interview scheduled for 12:00 PM. The interview will be conducted over video call, link attached. Good luck!
Cheers,
Emma",ham
"Weekly newsletter - tech digest. Hi, this is a confirmation of your flight itinerary. Departure is at 9:00 AM on Friday. Please arrive at the airport at least two hours early. Safe travels!
Cheers,
Emma",ham
"Hot singles in your area. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first $100,000 of credits!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Interview confirmation. Hi Noah, are we still on for family dinner this Sunday at Monday morning? Mom is making her famous lasagna, would be great to see you.",ham
"Meeting reschedule for tomorrow. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 3:45 PM.
Thanks,
John",ham
"Free gift card waiting for you. URGENT ACTION REQUIRED: We detected unusual activity on your account. Verify your identity now by clicking the secure link or your account will be permanently suspended within 24 hours.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Meeting reschedule for tomorrow. This is a scheduled maintenance notice. Our servers will be down for updates on 10:15 AM. We apologize for any inconvenience this may cause.
Talk soon,
Lisa",ham
"Limited time offer - act now. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and $1,000,000 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Photos from the trip. Hi Liam, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Best,
Sarah",ham
"Project update - Q3 report. Hi Sofia, are we still on for family dinner this Sunday at 11:00 AM? Mom is making her famous lasagna, would be great to see you.
Talk soon,
Lisa",ham
"Make $5000 a week from home. Buy cheap medication online, no prescription needed! Huge discounts up to 90% off. Fast, discreet shipping worldwide. Order now and save big, limited stock available!!!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Question about the assignment. Hello Sofia, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Best,
Sarah",ham
"Feedback on the proposal. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 11:00 AM. Appreciate the feedback as always.
See you then,
Mike",ham
"Server maintenance notice. Hi Priya, just wanted to confirm we're still on for the meeting at Monday morning tomorrow. Let me know if you need to move it. Talk soon!
Thanks,
John",ham
"Happy birthday!. Hello Sam, this is to confirm your interview scheduled for 10:15 AM. The interview will be conducted over video call, link attached. Good luck!
Best,
Sarah",ham
